STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/2/2021,66,78,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/3/2021,65,75,61,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/4/2021,66,77,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/5/2021,65,73,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/6/2021,63,69,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/7/2021,61,67,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/8/2021,64,74,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/9/2021,67,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/10/2021,63,72,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/11/2021,62,70,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/12/2021,62,69,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/13/2021,62,76,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/14/2021,60,73,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/15/2021,60,65,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/16/2021,59,70,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/17/2021,60,72,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/18/2021,62,74,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/19/2021,61,70,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/20/2021,60,66,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/21/2021,61,68,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/22/2021,60,66,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/23/2021,61,75,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/24/2021,61,70,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/25/2021,61,71,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/26/2021,62,75,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/27/2021,65,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/28/2021,63,74,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/29/2021,63,72,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/30/2021,62,71,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",7/31/2021,64,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/1/2021,64,73,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/2/2021,65,71,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/3/2021,60,68,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/4/2021,60,68,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/5/2021,61,68,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/6/2021,63,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/7/2021,62,75,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/8/2021,63,74,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/9/2021,63,75,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/10/2021,64,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/11/2021,62,70,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/12/2021,63,71,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/13/2021,63,71,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/14/2021,63,70,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/15/2021,63,71,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/16/2021,63,73,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/17/2021,65,76,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/18/2021,64,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/19/2021,65,73,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/20/2021,64,73,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/21/2021,64,71,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/22/2021,63,73,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/23/2021,62,73,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/24/2021,62,71,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/25/2021,62,69,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/26/2021,62,77,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/27/2021,67,88,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/28/2021,70,89,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/29/2021,66,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/30/2021,62,71,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",8/31/2021,63,74,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/1/2021,62,71,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/2/2021,61,69,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/3/2021,61,67,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/4/2021,60,73,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/5/2021,60,78,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/6/2021,63,82,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/7/2021,65,75,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/8/2021,65,75,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/9/2021,62,69,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/10/2021,62,68,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/11/2021,62,70,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/12/2021,62,75,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/13/2021,63,72,58,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/14/2021,61,72,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/15/2021,61,70,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/16/2021,60,68,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/17/2021,61,70,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/18/2021,62,71,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/19/2021,65,71,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/20/2021,66,86,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/21/2021,73,90,62,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/22/2021,69,73,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/23/2021,61,82,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/24/2021,62,72,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/25/2021,61,67,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/26/2021,61,66,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/27/2021,63,72,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/28/2021,63,71,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/29/2021,61,73,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/30/2021,63,83,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/1/2021,66,80,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/2/2021,66,82,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/3/2021,67,87,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/4/2021,68,79,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/5/2021,60,68,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/6/2021,60,66,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/7/2021,58,62,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/8/2021,58,64,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/9/2021,60,72,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/10/2021,60,72,52,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/11/2021,59,64,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/12/2021,60,67,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/13/2021,56,62,50,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/14/2021,57,74,50,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/15/2021,61,79,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/16/2021,64,83,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/17/2021,63,70,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/18/2021,56,61,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/19/2021,55,67,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/20/2021,60,67,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/21/2021,63,70,61,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/22/2021,63,65,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/23/2021,59,65,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/24/2021,62,65,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/25/2021,59,63,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/26/2021,58,64,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/27/2021,61,71,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/28/2021,63,75,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/29/2021,63,73,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/30/2021,60,64,57,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/31/2021,59,63,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/1/2021,61,66,60,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/2/2021,62,66,59,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/3/2021,60,71,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/4/2021,64,65,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/5/2021,58,65,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/6/2021,58,63,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/7/2021,56,62,47,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/8/2021,54,63,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/9/2021,58,65,52,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/10/2021,60,65,56,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/11/2021,59,68,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/12/2021,60,71,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/13/2021,60,66,54,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/14/2021,60,66,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/15/2021,59,61,55,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/16/2021,58,63,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/17/2021,57,67,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/18/2021,56,61,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/19/2021,56,61,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/20/2021,58,66,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/21/2021,57,68,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/22/2021,57,66,47,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/23/2021,56,63,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/24/2021,55,66,46,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/25/2021,56,64,46,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/26/2021,56,66,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/27/2021,55,67,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/28/2021,58,70,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/29/2021,58,67,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/30/2021,56,66,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/1/2021,59,70,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/2/2021,58,62,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/3/2021,54,56,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/4/2021,55,58,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/5/2021,53,58,49,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/6/2021,53,55,50,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/7/2021,54,60,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/8/2021,54,56,51,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/9/2021,54,57,46,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/10/2021,49,57,42,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/11/2021,48,56,39,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/12/2021,51,56,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/13/2021,54,61,46,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/14/2021,49,52,43,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/15/2021,48,56,44,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/16/2021,53,57,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/17/2021,49,55,43,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/18/2021,47,52,41,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/19/2021,45,50,41,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/20/2021,48,54,45,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/21/2021,47,52,42,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/22/2021,49,59,47,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/23/2021,55,59,53,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/24/2021,54,55,48,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/25/2021,52,55,46,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/26/2021,48,52,43,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/27/2021,49,52,45,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/28/2021,46,49,44,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/29/2021,48,51,45,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/30/2021,47,53,45,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/31/2021,48,54,41,
